Organisation,Price,Mission_Status,Country,Year,Cantidad de Viajes
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Failure,USA,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
Arianespace,0,Success,France,1995,11
NASA,450,Success,USA,1995,7
NASA,450,Success,USA,1995,7
NASA,450,Success,USA,1995,7
NASA,450,Success,USA,1995,7
NASA,450,Success,USA,1995,7
NASA,450,Success,USA,1995,7
NASA,450,Success,USA,1995,7
EER,20,Failure,USA,1995,1
ILS,0,Success,USA,1995,4
ILS,0,Success,USA,1995,4
ILS,0,Success,USA,1995,4
ILS,0,Success,USA,1995,4
RVSN USSR,0,Success,Russia,1995,1
Northrop,40,Failure,USA,1995,2
Northrop,40,Success,USA,1995,2
IAI,0,Success,Israel,1995,1
MITT,0,Failure,Russia,1995,1
General Dynamics,0,Success,USA,1995,1
MHI,0,Success,Japan,1995,1
ISAS,0,Partial Failure,Japan,1995,1
General Dynamics,0,Success,USA,1994,2
General Dynamics,0,Success,USA,1994,2
VKS RF,0,Success,Kazakhstan,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Kazakhstan,1994,21
VKS RF,0,Success,Kazakhstan,1994,21
VKS RF,0,Success,Kazakhstan,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Kazakhstan,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Failure,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Kazakhstan,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
VKS RF,0,Success,Russia,1994,21
Martin Marietta,0,Success,USA,1994,5
Martin Marietta,0,Success,USA,1994,5
Martin Marietta,0,Success,USA,1994,5
Martin Marietta,0,Success,USA,1994,5
Martin Marietta,35,Success,USA,1994,5
Arianespace,0,Failure,France,1994,8
Arianespace,0,Success,France,1994,8
Arianespace,0,Success,France,1994,8
Arianespace,0,Success,France,1994,8
Arianespace,0,Success,France,1994,8
Arianespace,0,Success,France,1994,8
Arianespace,0,Success,France,1994,8
Arianespace,0,Failure,France,1994,8
CASC,69,Partial Failure,China,1994,5
CASC,0,Success,China,1994,5
CASC,0,Success,China,1994,5
CASC,29,Success,China,1994,5
CASC,69,Success,China,1994,5
Lockheed,0,Success,USA,1994,5
Lockheed,0,Success,USA,1994,5
Lockheed,0,Success,USA,1994,5
Lockheed,0,Success,USA,1994,5
Lockheed,0,Success,USA,1994,5
NASA,450,Success,USA,1994,7
NASA,450,Success,USA,1994,7
NASA,450,Success,USA,1994,7
NASA,450,Success,USA,1994,7
NASA,450,Success,USA,1994,7
NASA,450,Success,USA,1994,7
NASA,450,Success,USA,1994,7
Boeing,0,Success,USA,1994,3
Boeing,0,Success,USA,1994,3
Boeing,0,Success,USA,1994,3
ISRO,25,Success,India,1994,2
ISRO,0,Success,India,1994,2
Northrop,40,Success,USA,1994,4
Northrop,40,Failure,USA,1994,4
Northrop,40,Partial Failure,USA,1994,4
Northrop,45,Success,USA,1994,4
MHI,0,Success,Japan,1994,2
MHI,0,Success,Japan,1994,2
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Kazakhstan,1993,26
VKS RF,0,Success,Kazakhstan,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Kazakhstan,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Kazakhstan,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Kazakhstan,1993,26
VKS RF,0,Success,Kazakhstan,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
VKS RF,0,Success,Russia,1993,26
Arianespace,0,Success,France,1993,7
Arianespace,0,Success,France,1993,7
Arianespace,0,Success,France,1993,7
Arianespace,0,Success,France,1993,7
Arianespace,0,Success,France,1993,7
Arianespace,0,Success,France,1993,7
Arianespace,0,Success,France,1993,7
General Dynamics,0,Success,USA,1993,6
General Dynamics,0,Success,USA,1993,6
General Dynamics,0,Success,USA,1993,6
General Dynamics,0,Success,USA,1993,6
General Dynamics,0,Success,USA,1993,6
General Dynamics,0,Failure,USA,1993,6
Boeing,0,Success,USA,1993,7
Boeing,0,Success,USA,1993,7
Boeing,0,Success,USA,1993,7
Boeing,0,Success,USA,1993,7
Boeing,0,Success,USA,1993,7
Boeing,0,Success,USA,1993,7
Boeing,0,Success,USA,1993,7
NASA,450,Success,USA,1993,7
NASA,450,Success,USA,1993,7
NASA,450,Success,USA,1993,7
NASA,450,Success,USA,1993,7
NASA,450,Success,USA,1993,7
NASA,450,Success,USA,1993,7
NASA,450,Success,USA,1993,7
CASC,30,Success,China,1993,1
Martin Marietta,35,Failure,USA,1993,2
Martin Marietta,0,Failure,USA,1993,2
ISRO,25,Failure,India,1993,1
Northrop,40,Success,USA,1993,2
Northrop,40,Success,USA,1993,2
MITT,0,Success,Russia,1993,1
ISAS,0,Success,Japan,1993,1
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Kazakhstan,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Kazakhstan,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
VKS RF,0,Success,Russia,1992,14
CASC,0,Failure,China,1992,4
CASC,30,Success,China,1992,4
CASC,0,Success,China,1992,4
CASC,29,Success,China,1992,4
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
Boeing,0,Success,USA,1992,11
NASA,450,Success,USA,1992,8
NASA,450,Success,USA,1992,8
NASA,450,Success,USA,1992,8
NASA,450,Success,USA,1992,8
NASA,450,Success,USA,1992,8
NASA,450,Success,USA,1992,8
NASA,450,Success,USA,1992,8
NASA,450,Success,USA,1992,8
Arianespace,0,Success,France,1992,7
Arianespace,0,Success,France,1992,7
Arianespace,0,Success,France,1992,7
Arianespace,0,Success,France,1992,7
Arianespace,0,Success,France,1992,7
Arianespace,0,Success,France,1992,7
Arianespace,0,Success,France,1992,7
Martin Marietta,0,Success,USA,1992,3
Martin Marietta,136,Success,USA,1992,3
Martin Marietta,35,Success,USA,1992,3
General Dynamics,0,Failure,USA,1992,5
General Dynamics,0,Success,USA,1992,5
General Dynamics,0,Success,USA,1992,5
General Dynamics,0,Success,USA,1992,5
General Dynamics,0,Success,USA,1992,5
RVSN USSR,0,Success,Russia,1992,9
RVSN USSR,0,Success,Russia,1992,9
RVSN USSR,0,Success,Russia,1992,9
RVSN USSR,0,Success,Russia,1992,9
RVSN USSR,0,Success,Russia,1992,9
RVSN USSR,0,Success,Russia,1992,9
RVSN USSR,0,Success,Russia,1992,9
RVSN USSR,0,Failure,Kazakhstan,1992,9
RVSN USSR,0,Success,Russia,1992,9
MHI,0,Success,Japan,1992,1
CASC,0,Partial Failure,China,1991,1
RVSN USSR,0,Success,Kazakhstan,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Failure,Kazakhstan,1991,28
RVSN USSR,0,Success,Kazakhstan,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Failure,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Russia,1991,28
RVSN USSR,0,Success,Kazakhstan,1991,28
Yuzhmash,0,Success,Russia,1991,1
Arianespace,0,Success,France,1991,8
Arianespace,0,Success,France,1991,8
Arianespace,0,Success,France,1991,8
Arianespace,0,Success,France,1991,8
Arianespace,0,Success,France,1991,8
Arianespace,0,Success,France,1991,8
Arianespace,0,Success,France,1991,8
Arianespace,0,Success,France,1991,8
General Dynamics,0,Success,USA,1991,4
General Dynamics,0,Success,USA,1991,4
General Dynamics,0,Success,USA,1991,4
General Dynamics,0,Failure,USA,1991,4
NASA,450,Success,USA,1991,6
NASA,450,Success,USA,1991,6
NASA,450,Success,USA,1991,6
NASA,450,Success,USA,1991,6
NASA,450,Success,USA,1991,6
NASA,450,Success,USA,1991,6
Martin Marietta,0,Success,USA,1991,2
Martin Marietta,0,Success,USA,1991,2
ISAS,0,Success,Japan,1991,1
MHI,0,Success,Japan,1991,2
MHI,0,Success,Japan,1991,2
Northrop,40,Partial Failure,USA,1991,1
Boeing,0,Success,USA,1991,5
Boeing,0,Success,USA,1991,5
Boeing,0,Success,USA,1991,5
Boeing,0,Success,USA,1991,5
Boeing,0,Success,USA,1991,5
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Kazakhstan,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Kazakhstan,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Kazakhstan,1990,37
RVSN USSR,0,Failure,Kazakhstan,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Kazakhstan,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Partial Failure,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Kazakhstan,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Kazakhstan,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
RVSN USSR,0,Success,Russia,1990,37
NASA,450,Success,USA,1990,6
NASA,450,Success,USA,1990,6
NASA,450,Success,USA,1990,6
NASA,450,Success,USA,1990,6
NASA,450,Success,USA,1990,6
NASA,450,Success,USA,1990,6
General Dynamics,0,Success,USA,1990,2
General Dynamics,0,Success,USA,1990,2
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Boeing,0,Success,USA,1990,11
Arianespace,0,Success,France,1990,6
Arianespace,0,Success,France,1990,6
Arianespace,0,Success,France,1990,6
Arianespace,0,Success,France,1990,6
Arianespace,0,Failure,France,1990,6
Arianespace,0,Success,France,1990,6
Martin Marietta,0,Success,USA,1990,5
Martin Marietta,136,Success,USA,1990,5
Martin Marietta,0,Success,USA,1990,5
Martin Marietta,136,Failure,USA,1990,5
Martin Marietta,136,Success,USA,1990,5
CASC,30,Success,China,1990,5
CASC,0,Success,China,1990,5
CASC,0,Success,China,1990,5
CASC,0,Success,China,1990,5
CASC,0,Success,China,1990,5
MHI,0,Success,Japan,1990,4
MHI,0,Success,Japan,1990,4
MHI,0,Success,Japan,1990,4
MHI,0,Success,Japan,1990,4
Lockheed,0,Success,USA,1990,1
Northrop,40,Success,USA,1990,1
IAI,0,Success,Israel,1990,1
ISAS,0,Success,Japan,1990,1
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Kazakhstan,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Kazakhstan,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Kazakhstan,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Failure,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Kazakhstan,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
RVSN USSR,0,Success,Russia,1989,26
Boeing,0,Success,USA,1989,5
Boeing,0,Success,USA,1989,5
Boeing,0,Success,USA,1989,5
Boeing,0,Success,USA,1989,5
Boeing,0,Success,USA,1989,5
NASA,450,Success,USA,1989,5
NASA,450,Success,USA,1989,5
NASA,450,Success,USA,1989,5
NASA,450,Success,USA,1989,5
NASA,450,Success,USA,1989,5
Arianespace,0,Success,France,1989,7
Arianespace,0,Success,France,1989,7
Arianespace,0,Success,France,1989,7
Arianespace,0,Success,France,1989,7
Arianespace,0,Success,France,1989,7
Arianespace,0,Success,France,1989,7
Arianespace,0,Success,France,1989,7
General Dynamics,0,Success,USA,1989,1
Martin Marietta,35,Success,USA,1989,4
Martin Marietta,0,Success,USA,1989,4
Martin Marietta,0,Success,USA,1989,4
Martin Marietta,0,Success,USA,1989,4
MHI,0,Success,Japan,1989,1
ISRO,0,Partial Failure,India,1989,1
Douglas,0,Success,USA,1989,1
ISAS,0,Success,Japan,1989,1
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Kazakhstan,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
RVSN USSR,0,Success,Russia,1988,36
CASC,0,Success,China,1988,4
CASC,0,Success,China,1988,4
CASC,30,Success,China,1988,4
CASC,0,Success,China,1988,4
Arianespace,0,Success,France,1988,6
Arianespace,0,Success,France,1988,6
Arianespace,0,Success,France,1988,6
Arianespace,0,Success,France,1988,6
Arianespace,0,Success,France,1988,6
Arianespace,0,Success,France,1988,6
NASA,450,Success,USA,1988,2
NASA,450,Success,USA,1988,2
Martin Marietta,0,Success,USA,1988,3
Martin Marietta,35,Success,USA,1988,3
Martin Marietta,0,Partial Failure,USA,1988,3
General Dynamics,0,Success,USA,1988,2
General Dynamics,0,Success,USA,1988,2
IAI,0,Success,Israel,1988,1
MHI,0,Success,Japan,1988,2
MHI,0,Success,Japan,1988,2
ISRO,0,Failure,India,1988,1
ESA,0,Success,France,1988,1
ASI,0,Success,Kenya,1988,1
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Success,Kazakhstan,1987,42
RVSN USSR,0,Partial Failure,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
RVSN USSR,0,Success,Russia,1987,42
Martin Marietta,0,Success,USA,1987,3
Martin Marietta,0,Success,USA,1987,3
Martin Marietta,0,Success,USA,1987,3
Arianespace,0,Success,France,1987,2
Arianespace,0,Success,France,1987,2
CASC,30,Success,China,1987,2
CASC,30,Success,China,1987,2
MHI,0,Success,Japan,1987,2
MHI,0,Success,Japan,1987,2
General Dynamics,0,Success,USA,1987,3
General Dynamics,0,Success,USA,1987,3
General Dynamics,0,Failure,USA,1987,3
ISRO,0,Failure,India,1987,1
ISAS,0,Success,Japan,1987,1
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Kazakhstan,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Failure,Russia,1986,49
RVSN USSR,0,Partial Failure,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Kazakhstan,1986,49
RVSN USSR,0,Success,Kazakhstan,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Kazakhstan,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Partial Failure,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Kazakhstan,1986,49
RVSN USSR,0,Success,Kazakhstan,1986,49
RVSN USSR,0,Success,Kazakhstan,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
RVSN USSR,0,Success,Russia,1986,49
General Dynamics,0,Success,USA,1986,3
General Dynamics,0,Success,USA,1986,3
General Dynamics,0,Success,USA,1986,3
CASC,30,Success,China,1986,2
CASC,0,Success,China,1986,2
MHI,0,Success,Japan,1986,2
MHI,0,Success,Japan,1986,2
Arianespace,0,Failure,France,1986,3
Arianespace,0,Success,France,1986,3
Arianespace,0,Success,France,1986,3
Martin Marietta,0,Failure,USA,1986,1
NASA,450,Failure,USA,1986,2
NASA,450,Success,USA,1986,2
RVSN USSR,0,Partial Failure,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Failure,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Failure,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Failure,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Kazakhstan,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
RVSN USSR,0,Success,Russia,1985,51
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
NASA,450,Success,USA,1985,9
CASC,30,Success,China,1985,1
General Dynamics,0,Success,USA,1985,5
General Dynamics,0,Success,USA,1985,5
General Dynamics,0,Success,USA,1985,5
General Dynamics,0,Success,USA,1985,5
General Dynamics,0,Success,USA,1985,5
Arianespace,0,Failure,France,1985,4
Arianespace,0,Success,France,1985,4
Arianespace,0,Success,France,1985,4
Arianespace,0,Success,France,1985,4
Martin Marietta,0,Failure,USA,1985,2
Martin Marietta,0,Success,USA,1985,2
ISAS,0,Success,Japan,1985,2
ISAS,0,Success,Japan,1985,2
Martin Marietta,0,Success,USA,1984,6
Martin Marietta,0,Success,USA,1984,6
Martin Marietta,0,Success,USA,1984,6
Martin Marietta,0,Success,USA,1984,6
Martin Marietta,0,Success,USA,1984,6
Martin Marietta,0,Success,USA,1984,6
RVSN USSR,0,Success,Russia,1984,42
RVSN USSR,0,Success,Russia,1984,42
RVSN USSR,0,Success,Russia,1984,42
RVSN USSR,0,Partial Failure,Russia,1984,42
RVSN USSR,0,Success,Russia,1984,42
